Maximum Temperature,Minimum Temperature,Temperature,Precipitation,Soil pH,Relative Humidity,Environmental Condition
43.54753681,7.731080387,25.6393086,76.38364278,4.609495526,31.24210018,bad
37.17227073,4.401070065,20.7866704,8.823022156,5.310963844,61.51772036,bad
48.85014942,-3.034770794,22.90768931,94.54201859,5.226796515,44.33283523,bad
48.75907438,-6.147618881,21.30572775,5.07242733,5.134168521,59.1325663,bad
49.56785368,4.410404946,26.98912931,96.95636615,5.127292707,6.812652446,bad
45.73602683,3.524566765,24.6302968,79.60573249,4.361683973,61.64683056,bad
41.34849271,-5.881349924,17.73357139,83.06031729,4.824458087,65.24448277,bad
48.54048626,-3.392968221,22.57375902,61.31579767,4.50252852,31.73824972,bad
38.8958574,5.786851332,22.34135436,29.59768208,4.759037277,0.438257609,bad
44.24439466,-8.598823842,17.82278541,44.15906952,4.83133895,9.049149489,bad
45.51599664,7.058527253,26.28726195,69.03654978,5.146398408,43.42127054,bad
39.78391455,-0.95906188,19.41242633,77.9238244,4.493099779,25.87256524,bad
38.49128233,-1.907447624,18.29191735,30.47407583,4.395659314,11.76489529,bad
48.80695608,-4.05369742,22.37662933,85.67041916,4.780881708,63.93158796,bad
44.62089696,-8.026477701,18.29720963,54.65164737,4.304163196,67.36593316,bad
36.87739803,-3.437335845,16.72003109,25.27931568,4.286051781,56.45616187,bad
38.90005074,0.465289271,19.68267001,78.50986145,4.097799669,14.03153688,bad
39.40587362,2.426864379,20.916369,85.8957359,4.659383101,64.66300605,bad
45.3317867,-2.940312611,21.19573705,70.7253148,4.821490103,42.83563722,bad
40.6551095,6.466285358,23.56069743,35.98656713,4.362896089,37.84259893,bad
49.12224667,-5.385111853,21.86856741,69.24614616,5.173990528,24.75925937,bad
38.28016248,-8.389586521,14.94528798,56.76873993,4.69288638,62.23403589,bad
42.09907379,-1.335823998,20.3816249,76.8437522,5.006066101,16.51121701,bad
39.3230884,8.931118647,24.12710352,85.17182767,5.331025572,35.58885636,bad
44.79838971,-1.457045067,21.67067232,72.8621748,4.226631057,67.8593071,bad
47.98430837,-3.422576986,22.28086569,17.09877902,4.352960331,12.10701237,bad
42.07250938,-5.670364349,18.20107252,21.93930926,4.040163811,3.505855943,bad
40.72971057,-4.32209845,18.20380606,9.474756956,4.78938761,67.87810944,bad
48.96081808,8.197912395,28.57936524,61.48840426,4.163143773,10.72036305,bad
49.42559085,0.7488991,25.08724498,49.9240349,4.764133157,35.8571438,bad
38.52997107,-8.056852046,15.23655951,36.54638282,4.801633614,56.4145189,bad
42.01705462,-7.146901751,17.43507644,46.43002652,5.316491533,19.10286159,bad
43.12005449,0.401196183,21.76062534,89.58070925,4.655217711,45.55800277,bad
48.38762012,-6.578929293,20.90434541,67.03118426,4.778560041,66.74919639,bad
39.84544388,-0.83843818,19.50350285,31.02258471,5.13618847,64.75807666,bad
40.13732245,-5.274114844,17.4316038,9.989033496,4.239232194,11.14864471,bad
39.04264765,-0.573257336,19.23469515,37.52424821,4.718195579,37.36042052,bad
47.33557476,2.140414819,24.73799479,10.59417652,4.731279247,27.43983018,bad
37.74181555,8.956385481,23.34910051,15.58532796,4.964148785,50.52521694,bad
37.23656261,-4.202858507,16.51685205,80.10846385,4.561391617,33.87208893,bad
43.06606132,-5.365882863,18.85008923,22.987557,4.221839127,2.686155864,bad
47.18713357,8.401759544,27.79444656,71.68269064,5.129450986,16.04367932,bad
46.61669972,4.462986309,25.53984301,87.45531225,5.062347581,46.39957196,bad
39.43375183,-4.397859541,17.51794615,76.64271364,4.048075341,3.476773997,bad
43.12661567,4.489408309,23.80801199,46.65931647,5.189729536,5.019816251,bad
38.52751248,-6.337965422,16.09477353,48.12614834,4.478582797,56.19616626,bad
49.6180043,-9.442441899,20.0877812,33.54577903,4.794290128,46.95242988,bad
42.05222749,-8.486988274,16.78261961,13.26991315,4.780397408,34.04662705,bad
37.8315158,-0.956951213,18.4372823,71.59514177,4.111217114,29.10034945,bad
47.51310107,-4.622969974,21.44506555,88.3201489,4.875356873,3.648982701,bad
43.72718443,0.011595641,21.86939004,15.50084535,4.221324309,36.76881763,bad
42.98051661,6.047415574,24.51396609,96.15388789,4.27881736,31.36275418,bad
37.83854879,-9.984894569,13.92682711,20.47982424,5.15673368,41.48746017,bad
38.60739234,1.007019099,19.80720572,59.16952264,5.147211142,45.70298792,bad
46.28947609,4.317850418,25.30366325,51.21092468,4.265127671,26.04623669,bad
36.58775683,-3.743088561,16.42233414,84.89257494,4.062179399,55.13526956,bad
43.49516931,8.249318471,25.87224389,10.31765042,4.356176625,44.64361496,bad
49.94130794,-3.427835529,23.2567362,60.98887647,5.209984492,14.50670189,bad
49.46965576,-7.02187291,21.22389143,6.452657809,4.429147806,53.59880401,bad
39.05285456,-0.023588555,19.514633,11.32879626,5.340685182,46.98581557,bad
42.07050465,3.218446792,22.64447572,47.17844387,5.187236887,23.10023779,bad
47.78462579,8.16968168,27.97715373,4.18751556,4.491487634,49.5781411,bad
40.32176047,-9.264332659,15.52871391,0.394137141,4.27584863,34.95825014,bad
42.66937749,-6.049936713,18.30972039,48.44624513,4.832268642,26.47249382,bad
45.57096184,8.838297185,27.20462951,15.67940942,4.519369385,47.10688125,bad
48.59111217,8.578848364,28.58498027,93.84648282,4.314264486,1.377137144,bad
44.71780261,-5.010824846,19.85348888,21.75606604,4.948996109,19.31507131,bad
37.95906374,-3.874517542,17.0422731,58.86339796,4.728568321,20.02521264,bad
47.34824199,-9.465917966,18.94116201,20.45785315,4.385200432,30.92343185,bad
40.7320867,-1.506500468,19.61279312,1.689011995,4.836627857,28.68437666,bad
40.60487731,4.186271291,22.3955743,73.3805253,4.611272378,51.70248975,bad
40.39385442,-2.661722276,18.86606607,48.1865732,4.947905612,51.99962484,bad
41.95566525,8.511180924,25.23342309,69.56013172,4.96133362,39.0381217,bad
39.90031376,5.73964593,22.81997985,9.894902668,4.617095659,22.96112897,bad
44.27984388,6.276411059,25.27812747,90.31164714,5.034588547,53.2922768,bad
46.78398434,1.611149442,24.19756689,40.91749797,4.231612798,28.79521106,bad
44.60449086,-6.262176363,19.17115725,30.61908019,5.046647752,0.430816873,bad
42.882312,-9.97006283,16.45612459,28.58025945,5.368402872,31.84266779,bad
47.65475256,-5.905717977,20.87451729,10.28703867,5.154383582,38.68306252,bad
49.83945404,-3.152969047,23.34324249,93.38578014,4.338702322,19.32225384,bad
37.60736722,7.146149694,22.37675846,47.01660702,4.016517231,11.7795508,bad
37.16089356,-0.395380028,18.38275677,49.6406031,5.067210006,26.9328168,bad
38.27261447,2.115686825,20.19415065,87.13518308,4.388419559,60.86818664,bad
39.02435353,8.066403857,23.54537869,49.28770723,5.026585047,39.87507477,bad
43.94336847,4.000168916,23.9717687,62.12929811,4.623750483,36.47694123,bad
43.37173951,2.784146353,23.07794293,32.56501508,5.299721792,35.56758612,bad
45.45352562,2.436431227,23.94497842,17.37799757,4.724234731,12.87895121,bad
42.31569001,-0.568663478,20.87351327,33.88561354,5.086816851,55.66656769,bad
37.91559684,6.927230711,22.42141378,7.029975803,5.218087606,6.380921714,bad
48.42249822,-8.688247631,19.8671253,94.91178333,4.623405899,18.25095055,bad
43.98528758,3.525786108,23.75553684,27.53672116,4.704542901,29.33481473,bad
48.87147888,-6.777713293,21.04688279,56.46452324,4.36756064,46.22056436,bad
46.25487426,0.342494996,23.29868463,75.61623472,4.987145482,42.37195832,bad
44.58066272,2.5506728,23.56566776,93.2563129,4.374459927,26.82066748,bad
37.74752976,8.459308499,23.10341913,33.24320053,5.038131854,54.98550798,bad
41.40821651,2.637576001,22.02289625,38.48685164,5.156836053,35.9551408,bad
38.26828989,7.893873533,23.08108171,40.8969238,5.194659475,19.68809596,bad
47.07961094,4.68976495,25.88468795,78.08119621,4.159425575,53.97753664,bad
38.85339881,-5.782867859,16.53526548,30.35780942,5.124782182,46.82672747,bad
45.84205337,1.415241611,23.62864749,40.61722252,4.31961187,4.934587152,bad
37.68264319,-7.199920696,15.24136125,35.19728152,4.403565376,28.14992223,bad
43.90614559,6.305671985,25.10590879,10.66931133,4.223033907,40.96237648,bad
43.96713891,-3.34746865,20.30983513,75.8367731,5.041300914,3.835248558,bad
38.33387022,-1.669311518,18.33227935,62.76180118,4.70308592,54.29476964,bad
37.84830623,-4.690877657,16.57871429,4.313968989,4.018160574,27.66537084,bad
40.28434284,-8.297458018,15.99344241,24.16782412,4.149515949,67.70455635,bad
45.86031788,6.059133463,25.95972567,73.1459068,4.056843963,15.60226232,bad
48.22504813,-9.194676644,19.51518574,77.27574993,4.710013392,49.19193057,bad
43.37439376,-0.928292885,21.22305044,8.497758909,4.936542084,37.56595264,bad
44.96913412,7.673493592,26.32131386,36.13297522,4.162165208,33.16493888,bad
48.68454503,3.330314221,26.00742963,50.30369751,5.178666964,31.19956546,bad
39.40129774,4.474134684,21.93771621,92.58934633,4.903748065,45.08931964,bad
37.41607407,5.415270543,21.4156723,90.2246493,4.657268799,46.92453378,bad
49.16790116,-2.069429127,23.54923602,36.84375803,4.345570665,43.27104519,bad
41.07410374,1.725247904,21.39967582,6.735971323,4.217972359,0.37597172,bad
45.76031948,-0.030019469,22.86515001,33.72013706,4.051403768,31.3848079,bad
47.82132024,-0.779008561,23.52115584,43.36707594,4.26082924,24.47919104,bad
47.8853437,-6.653369689,20.615987,62.33679916,4.514323767,21.66577906,bad
43.63201403,-1.079703021,21.2761555,79.69994512,5.104175826,48.28051381,bad
39.91374426,-3.56654878,18.17359774,76.47636475,4.346267593,48.36480389,bad
36.46881542,0.276940791,18.3728781,8.640179985,4.302127534,55.02102453,bad
48.63441272,-5.216012669,21.70920003,14.68407229,5.310481508,29.90307564,bad
46.603914,3.569425371,25.08666969,22.7061296,4.228206403,7.786116068,bad
45.8080384,-1.229844705,22.28909685,75.70676245,5.162825072,68.09803352,bad
49.82150478,8.299521317,29.06051305,11.04782308,4.467232125,62.30921996,bad
42.00261792,-8.315413772,16.84360208,17.30957637,4.542962059,22.1228065,bad
46.51120597,7.420322838,26.9657644,29.59432575,4.242330914,57.07163994,bad
37.92660755,7.342714963,22.63466125,16.29263151,5.388380091,28.4576967,bad
38.73584228,-9.797151217,14.46934553,8.210109886,4.64627059,40.43814453,bad
41.13516508,-2.769423579,19.18287075,75.98122523,4.909295378,37.04461645,bad
44.84950824,4.273485179,24.56149671,74.87600593,5.316254377,36.1304075,bad
42.21747872,-7.031187464,17.59314563,44.25187546,5.359169492,60.45623008,bad
45.90435284,8.770059198,27.33720602,38.98693662,4.501806881,50.271,bad
39.80232169,-9.952226838,14.92504743,82.6859935,4.501827968,0.734749692,bad
37.34688188,-4.162156729,16.59236258,89.21404561,4.564784617,24.6004582,bad
49.09325891,0.588055118,24.84065701,32.54283625,4.319387684,37.29247813,bad
47.69574913,0.208648624,23.95219888,98.89265367,5.281167791,57.73278846,bad
40.91910072,-1.256649222,19.83122575,93.87158417,4.678402134,49.34768571,bad
42.05682625,3.769121743,22.912974,26.38218658,4.930503738,38.97856312,bad
46.40293786,-8.511102108,18.94591788,77.29610952,4.188148079,29.53802082,bad
36.19574706,-0.20409978,17.99582364,96.40165845,4.714428081,27.13068392,bad
40.33780774,-5.594949179,17.37142928,84.74177497,4.655865228,49.96654105,bad
46.71147868,-6.837486991,19.93699584,97.44936159,5.241716472,21.4205469,bad
39.26272998,-5.0170946,17.12281769,59.9274263,5.15639297,4.268223963,bad
40.31100367,-5.932356072,17.1893238,23.96801226,4.525204432,47.09653314,bad
49.99621613,-5.248059156,22.37407849,42.18148609,4.89626321,13.39218902,bad
47.8860652,4.780121639,26.33309342,73.60385374,5.101856701,43.46506706,bad
42.22278815,8.415915054,25.3193516,43.19071249,5.28177621,38.52248921,bad
36.01397225,-4.964994151,15.52448905,47.18121898,4.470713893,20.93392712,bad
49.56613905,-4.860877315,22.35263087,88.27063831,4.825070929,13.54746757,bad
40.55259381,-6.094911798,17.22884101,38.54247499,4.843830473,4.522744697,bad
40.2905919,1.839414018,21.06500296,23.61588295,4.397470389,38.68547648,bad
43.99787791,3.302974013,23.65042596,88.94119223,4.047154733,18.91396021,bad
49.1160448,-0.468112975,24.32396591,17.75146642,4.678015091,22.5213985,bad
39.7493764,-5.886380443,16.93149798,27.72627129,4.227453808,55.91559344,bad
36.44928529,2.959425234,19.70435526,27.7553007,4.806820986,56.74482924,bad
36.03834309,4.570777954,20.30456052,9.019054882,4.524721909,3.835284132,bad
38.88494937,6.960553832,22.9227516,2.733656481,4.663306563,39.54796558,bad
48.54849175,-6.296727901,21.12588192,20.68302669,4.917889345,68.44764355,bad
40.65282382,-6.308246768,17.17228853,45.15907201,4.940609248,13.65997616,bad
46.34498616,7.283972081,26.81447912,15.95869357,4.563108669,64.03906192,bad
38.14019206,5.282859763,21.71152591,13.10387274,4.675880781,2.313562049,bad
44.19640296,3.34632289,23.77136293,95.57187225,4.505130832,62.13644097,bad
36.25974643,7.672256778,21.9660016,90.47996375,5.129633175,35.10191747,bad
36.04633182,-9.269012722,13.38865955,97.34511299,4.551367772,66.12722363,bad
46.03274154,4.178870164,25.10580585,22.14479441,4.429904075,42.3752582,bad
41.19598793,2.245369603,21.72067876,72.55029398,4.49557229,60.23023354,bad
46.13361343,8.547592088,27.34060276,52.12508307,5.160677354,19.74843194,bad
47.40579391,7.679967478,27.54288069,92.36623128,4.967876941,63.6852254,bad
49.94787242,-2.393923763,23.77697433,29.41279172,4.325228236,33.22609742,bad
44.71803242,7.3676353,26.04283386,43.72253819,4.351949918,22.71127689,bad
36.0564227,-3.989585357,16.03341867,14.16291942,5.391705357,17.45488477,bad
36.73724054,1.037881138,18.88756084,2.92891674,4.495978889,41.3700223,bad
36.26687224,-5.339473108,15.46369957,48.81099299,4.239283895,18.0278674,bad
48.24751844,-0.303806466,23.97185599,1.611206614,4.579746219,67.0414735,bad
40.25079378,2.028798076,21.13979593,61.04729022,4.53113025,52.0230853,bad
43.84132154,5.470789567,24.65605555,1.565939085,4.163776599,34.51735372,bad
43.71589595,2.791159201,23.25352758,29.35290432,4.269434331,15.715485,bad
45.13860971,-4.915805878,20.11140191,63.56362348,4.697322979,56.43057429,bad
46.94478003,3.187846911,25.06631347,26.81858248,5.176240286,48.06514316,bad
49.34583826,3.464720527,26.40527939,89.70284682,4.805105905,49.65598839,bad
36.10864744,-3.291351634,16.4086479,6.187779789,4.245122727,4.069867406,bad
38.29902267,2.763221883,20.53112228,94.35815143,5.219132838,59.33553009,bad
45.37849438,-5.328986973,20.0247537,46.52792655,4.865836783,51.83389811,bad
39.28788023,-3.418529492,17.93467537,29.82881302,4.544404509,18.77187208,bad
47.68683774,-5.300406988,21.19321538,8.122445326,5.28395766,60.0242442,bad
37.50705464,-5.250212702,16.12842097,75.20594728,5.21583604,8.806962341,bad
40.42536755,6.505735976,23.46555176,76.04561737,4.879986611,26.72533303,bad
42.14421665,3.272030524,22.70812358,11.18345094,4.201576035,64.49021912,bad
40.79013593,8.369513609,24.57982477,78.62705425,4.513212305,54.52029164,bad
38.65363227,-1.031304724,18.81116377,65.75767762,5.110259827,16.73529744,bad
41.35654794,1.922759445,21.63965369,85.50885008,5.274443061,35.45724138,bad
38.81607058,-0.525021697,19.14552444,98.60558712,4.745945383,43.02347309,bad
46.03392205,-6.466077837,19.7839221,30.5753535,4.391948369,7.714711541,bad
44.98246982,7.598079832,26.29027483,87.5525189,4.57693044,2.828787329,bad
49.64751141,2.204400064,25.92595574,76.20103122,4.245234695,53.22769182,bad
38.69238752,4.658422444,21.67540498,98.19565328,5.384263173,42.22087153,bad
45.65725515,-1.587418075,22.03491854,67.38370514,4.08982665,9.093013126,bad
36.60576993,1.598175671,19.1019728,21.77202677,5.279245481,24.25271295,bad
46.57409533,4.547348061,25.5607217,83.35628848,5.152100652,41.6600888,bad
43.0640753,-8.334008778,17.36503326,79.94331866,4.890068583,6.24560602,bad
37.32616577,7.827827367,22.57699657,98.28401788,4.699800027,52.99143864,bad
38.67487578,3.658864488,21.16687013,11.36573608,4.515108246,35.6398226,bad
36.97575729,-8.023738557,14.47600937,39.57314767,4.053429509,32.08889819,bad
41.08976835,-6.66176761,17.21400037,50.9629838,4.020196265,25.09183771,bad
48.73796933,-0.637019202,24.05047506,15.96314938,5.175407114,40.42793034,bad
36.33385147,-9.692011254,13.32092011,88.73615354,4.635191735,20.73136629,bad
46.67739447,3.898038991,25.28771673,2.915196438,4.95589886,8.668905272,bad
47.61749286,4.652861638,26.13517725,93.84720553,5.225595017,40.66007769,bad
44.00839824,-8.45772538,17.77533643,7.182088213,4.809675203,14.68408072,bad
39.54036088,7.978057886,23.75920938,40.37716131,4.068920128,52.06550067,bad
36.86741064,-0.664320446,18.1015451,53.91923078,4.464979141,55.74286423,bad
46.98792058,2.42696562,24.7074431,78.90545777,4.157126777,41.71731691,bad
43.11015456,0.925683264,22.01791891,0.93650373,4.783547603,56.555956,bad
42.0564002,6.689514902,24.37295755,20.27163719,4.581437682,5.021651642,bad
40.47364993,2.776819177,21.62523455,27.85958693,4.607942574,32.89901052,bad
48.99961559,0.725741014,24.8626783,39.45386227,4.164925193,50.25843689,bad
36.83406368,7.343724279,22.08889398,39.67046608,4.02538091,13.01937144,bad
49.62833448,0.115972626,24.87215355,17.79837594,4.992408862,50.19340479,bad
43.25197927,3.084906137,23.1684427,27.84586524,4.243353779,44.45219605,bad
40.00247232,-4.724421931,17.63902519,71.65024302,4.009902843,66.3778673,bad
49.66046033,8.50318376,29.08182204,77.44765591,5.196352356,9.569279187,bad
44.31472446,0.101015315,22.20786989,65.70286523,5.345752853,67.85658057,bad
47.35487716,0.387747849,23.87131251,73.50968088,5.227718634,49.89886514,bad
46.96559813,-8.34432912,19.31063451,57.2544478,5.22831872,23.65674793,bad
43.53132578,6.796309592,25.16381769,19.2247864,4.5471696,10.51376862,bad
42.39951719,-3.276934918,19.56129114,68.99331819,5.12331546,3.989755966,bad
37.23860553,8.784981052,23.01179329,60.90007871,4.77520273,28.24789275,bad
44.24010406,-4.08019288,20.07995559,16.65770002,5.003309995,14.20573876,bad
48.13075383,-7.096591044,20.51708139,88.97448042,4.872422886,63.56234217,bad
48.01437643,-8.622759422,19.6958085,81.05183998,4.530517325,11.19894926,bad
45.8634503,-2.16742338,21.84801346,93.01339671,5.02663341,2.681875723,bad
40.42292157,5.934413309,23.17866744,80.39342327,4.372565247,54.90316566,bad
45.5458848,-7.933679571,18.80610261,22.80304142,4.690555667,23.59788755,bad
49.42515891,7.405803963,28.41548143,95.15216527,5.381506663,47.74524464,bad
39.8342667,7.612899192,23.72358295,91.82359643,4.657744783,31.85042096,bad
43.41888076,6.4447787,24.93182973,18.92761363,5.051196938,65.50298835,bad
43.54656676,4.716484242,24.1315255,58.83050942,4.61468142,61.08862363,bad
44.13511472,8.125008072,26.1300614,70.67863334,4.324669652,12.66477968,bad
36.48185849,-8.292026124,14.09491619,12.1150347,4.651431391,0.289450094,bad
48.6860881,-5.651657842,21.51721513,12.53931469,4.669548983,6.062922061,bad
38.91868256,0.14736528,19.53302392,0.737365797,4.601712082,25.1176518,bad
37.15277487,3.169541254,20.16115806,87.73766434,4.103469273,50.3221949,bad
40.40434279,-4.395511255,18.00441577,61.04703745,5.181148713,35.89499386,bad
47.15251628,-9.068109537,19.04220337,69.81678223,4.242589027,23.9765685,bad
47.94114425,5.054706585,26.49792542,51.61728538,5.005571711,13.80310693,bad
41.50689819,8.533873343,25.02038577,56.1499977,4.125016641,48.38054065,bad
42.01755316,0.509132007,21.26334259,1.271178909,4.01498725,22.63915977,bad
37.63030702,3.263135963,20.44672149,86.97296029,4.204194272,8.787346226,bad
39.95743301,0.071897622,20.01466532,72.86075062,4.310146421,52.43894248,bad
37.66344316,-4.795681282,16.43388094,69.68778041,4.493101891,48.38106895,bad
37.79906391,5.734111185,21.76658755,26.92082315,5.034127329,33.32314629,bad
49.18580263,7.791665263,28.48873395,10.56361006,4.96119486,28.84556685,bad
36.49489462,-5.157883485,15.66850557,2.617679287,4.645205662,16.09361092,bad
48.61545508,-7.246605027,20.68442503,54.29508187,4.845443068,37.29404236,bad
49.98122445,-9.172032642,20.4045959,73.95825034,4.637626734,7.187068122,bad
42.90351752,-0.531495965,21.18601078,3.177927809,4.949317962,35.41082431,bad
37.47902145,-0.439453482,18.51978398,14.12461086,4.195965732,25.68612042,bad
37.43543724,-4.88835633,16.27354046,62.93223106,4.733955025,37.18642647,bad
39.50194662,4.548165753,22.02505619,78.81508291,4.798573513,49.82344956,bad
36.68631756,2.70616318,19.69624037,19.05995769,5.016900098,56.34462859,bad
48.35574151,-1.820322001,23.26770976,0.033317888,5.384039392,50.34566845,bad
46.50615612,-7.652588836,19.42678364,94.89620745,5.265229461,17.03641373,bad
43.27969758,-2.020349225,20.62967418,94.26936661,4.535426543,53.73461531,bad
38.14775989,0.813104027,19.48043196,22.757453,4.353635747,54.95082679,bad
38.67838194,-3.772815993,17.45278297,22.35324183,4.302700283,42.3598448,bad
48.00645398,-1.562314665,23.22206966,41.7492198,5.320290787,37.88528769,bad
46.50339118,-9.581624649,18.46088327,54.41917387,5.082216137,38.49601202,bad
48.10515401,6.020505544,27.06282978,40.26431591,4.008660268,13.81436145,bad
46.27093887,2.239217847,24.25507836,58.66737472,4.67645801,65.3628342,bad
44.68318888,4.664815891,24.67400238,33.19255969,4.952426563,10.49509658,bad
39.23444823,2.812340364,21.0233943,86.20158507,5.229218485,17.92120017,bad
47.32721051,-2.507908623,22.40965095,95.45876599,4.466381201,1.465727399,bad
39.06547159,-7.72934882,15.66806138,78.02216736,4.873728234,50.26511832,bad
48.71239853,2.262608565,25.48750355,48.48260123,4.017245856,10.16996487,bad
46.83344727,-1.318201613,22.75762283,17.83580266,4.409646099,5.69084412,bad
42.47949002,1.442819329,21.96115468,13.14104585,4.738819724,44.59169249,bad
49.09005013,3.679237016,26.38464357,49.29375212,4.484857069,52.0011258,bad
36.06926088,2.746084935,19.40767291,31.37238137,4.574602164,6.051988821,bad
42.66872646,-9.975289713,16.34671838,13.44903896,4.707007727,43.86120925,bad
39.3292578,-1.513038577,18.90810961,16.88401001,4.515640485,29.68559363,bad
46.48359525,-1.502355434,22.49061991,81.81190906,5.021459338,53.37145113,bad
44.96465562,-2.319483948,21.32258584,15.12550852,4.663620087,60.06874847,bad
36.54370281,6.523296368,21.53349959,58.80512469,4.146149059,9.996293474,bad
43.77081626,-6.084253069,18.8432816,41.94879228,4.45114485,29.92099962,bad
43.09099759,8.56345049,25.82722404,71.83837321,5.196721868,62.99031079,bad
48.26008618,4.677606694,26.46884644,47.47871018,4.749051519,13.88736161,bad
46.11808445,6.579286465,26.34868546,4.773688173,4.141398432,52.58959051,bad
44.17067815,-0.272445066,21.94911654,38.9376607,5.092443249,52.40364005,bad
48.02590886,3.880580548,25.9532447,84.50636096,4.416378493,0.005788952,bad
49.59556792,-6.939781915,21.327893,10.15228977,4.975977324,24.14983027,bad
46.74079486,6.450223015,26.59550894,39.64662793,5.044254752,18.09831313,bad
45.43737698,6.368816559,25.90309677,19.21884393,4.842864272,29.23389818,bad
39.26824978,7.484099282,23.37617453,39.58866116,4.302188821,12.11540001,bad
41.48943552,-8.09788118,16.69577717,84.20123368,4.15311971,30.90543039,bad
36.91265626,-0.106926503,18.40286488,57.53103482,4.018817082,59.02653659,bad
